# START TIME  : 2014/03/21 18:28:57.936
# FILE NAME : 20140321/20140321182857_Unknown#03_Maxwell_14_MC2 0321.log
TIME                    STEP_Counter            1000T_Gauge             10T_Gauge               1000mT_Gauge            ManiFold_Press          GFS_Posit               GFS_Cntr_Flow           GFS_Edge_Flow           GFS_Total_Flow          Top_Temp                Bottom_Temp             Top_RF_DsrPwr           Top_RF_FwdPwr           Top_RF_RefPwr           Top_Mat_FwdPwr          Top_Mat_RefPwr          BtmH_RF_DsrPwr          BtmH_RF_FwdPwr          BtmH_RF_RefPwr          BtmH_Mat_FwdPwr         BtmH_Mat_RefPwr         BtmL_RF_DsrPwr          BtmL_RF_FwdPwr          BtmL_RF_RefPwr          BtmL_Mat_FwdPwr         BtmL_Mat_RefPwr         Top_RF_Vdc              Top_RF_Vpp              Top_RF_Irms             Btm_High_RF_Vdc         Btm_High_RF_Vpp         Btm_High_RF_Irms        Btm_Low_RF_Vdc          Btm_Low_RF_Vpp          Btm_Low_RF_Irms         Top_RF_Cap1Pos          Top_RF_Cap2Pos          Btm_High_RF_Cap1Pos     Btm_High_RF_Cap2Pos     Btm_Low_RF_Cap1Pos      Btm_Low_RF_Cap2Pos      HTR_Temp.               HTR_Output              HTR2_Temp.              HTR2_Output             GAS01_Flow              GAS02_Flow              GAS03_Flow              GAS04_Flow              GAS05_Flow              GAS06_Flow              GAS07_Flow              GAS08_Flow              GAS09_Flow              GAS10_Flow              GAS11_Flow              GAS12_Flow              GAS13_Flow              GAS14_Flow              GAS15_Flow              GAS16_Flow              BC1_Press.              BC1_Flow                BC1_LkFlw               BC1_LkLmt               BC2_Press.              BC2_Flow                BC2_LkFlw               BC2_LkLmt               CHL1_Temp.              CHL2_Temp.              eESC_Volt               eESC_CntTapV            eESC_PosOut             eESC_NegOut             eTVP_Press              eTVP_Posit              Pin_PosSts              ESC_Condition           Phase                   Shutter                 
0:0:1.1            1                       0.100                   -0.001                  3.350                   0.346                   45.378                  156.443                 215.842                 306.765                 140.438                 21.250                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   26.360                  35.000                  42.020                  36.090                  50.000                  50.000                  59.900                  10.400                  140.500                 44.100                  14.807                  0.562                   0.000                   14.998                  2.258                   0.000                   0.033                   19.757                  150.928                 -0.610                  0.293                   -0.008                  0.081                   0.083                   0.073                   0.027                   17.985                  32.751                  0.000                   30.113                  26.471                  59.973                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.001                   0.000                   2.200                   69.500                  AtDown                  Released                -180.000                Closed                  
0:0:1.2            1                       0.100                   -0.001                  3.350                   0.353                   45.378                  156.704                 220.582                 306.765                 140.250                 21.188                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   26.360                  35.000                  42.020                  36.090                  50.000                  50.000                  59.900                  10.400                  140.500                 44.200                  14.974                  0.533                   0.000                   15.000                  3.113                   0.000                   0.012                   19.983                  150.598                 -0.549                  0.293                   -0.008                  -0.081                  0.085                   0.078                   0.020                   18.225                  32.515                  0.000                   30.113                  26.888                  60.779                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.001                   0.000                   2.200                   18.800                  AtDown                  Released                -180.000                Closed                  
0:0:1.3            1                       0.100                   -0.001                  3.850                   0.358                   42.010                  156.221                 226.869                 379.137                 140.250                 21.188                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.300                 57.800                  14.990                  0.460                   0.000                   15.000                  2.991                   0.000                   0.024                   19.995                  150.000                 -0.671                  0.330                   0.000                   -0.326                  0.085                   0.072                   0.021                   18.540                  32.967                  0.000                   30.113                  27.450                  61.340                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.001                   0.000                   3.800                   18.800                  AtDown                  Released                -180.000                Closed                  
0:0:1.4            1                       0.100                   -0.001                  4.600                   0.358                   42.010                  160.426                 237.558                 379.137                 140.188                 21.188                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.300                 57.800                  14.994                  0.488                   0.000                   15.000                  3.723                   0.000                   0.020                   19.995                  150.000                 -0.610                  0.146                   -0.016                  0.000                   0.083                   0.073                   0.026                   18.815                  32.808                  0.000                   30.113                  27.936                  62.024                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.001                   0.000                   3.800                   18.800                  AtDown                  Released                -180.000                Closed                  
0:0:1.5            1                       0.100                   -0.001                  5.099                   0.358                   42.010                  165.242                 247.972                 379.137                 140.188                 21.188                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.200                 61.600                  14.998                  0.509                   0.000                   15.000                  3.723                   0.000                   0.024                   19.995                  149.988                 -0.732                  0.293                   -0.008                  -0.244                  0.082                   0.076                   0.018                   18.953                  32.890                  0.000                   30.113                  28.172                  61.670                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.001                   0.000                   3.800                   18.800                  AtDown                  Released                -180.000                Closed                  
0:0:1.6            1                       0.100                   -0.001                  6.099                   0.356                   42.010                  170.391                 252.867                 379.137                 140.125                 21.125                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.200                 61.000                  14.998                  0.537                   0.000                   15.000                  2.930                   0.000                   0.024                   19.995                  149.988                 -0.610                  0.293                   0.000                   -0.163                  0.082                   0.076                   0.031                   19.143                  33.191                  0.000                   30.113                  28.512                  61.353                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.001                   0.000                   3.800                   18.800                  AtDown                  Released                -180.000                Closed                  
0:0:1.7            1                       0.100                   -0.001                  7.849                   0.348                   42.010                  173.845                 258.286                 379.137                 140.125                 21.125                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.200                 64.000                  14.998                  0.484                   0.000                   15.000                  2.625                   0.000                   0.016                   19.995                  150.000                 -0.732                  0.330                   -0.008                  -0.081                  0.080                   0.079                   0.031                   19.283                  32.662                  0.000                   30.113                  28.762                  60.059                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.000                   0.000                   3.800                   6.800                   AtDown                  Released                -180.000                Closed                  
0:0:1.8            1                       0.100                   -0.001                  8.849                   0.343                   40.236                  175.312                 262.451                 434.495                 140.125                 21.125                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.100                 64.100                  14.998                  0.533                   0.000                   15.000                  3.296                   0.000                   0.037                   19.995                  150.000                 -0.671                  0.256                   -0.008                  -0.081                  0.084                   0.074                   0.024                   19.356                  32.389                  0.000                   30.113                  28.894                  60.685                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.000                   0.000                   10.000                  6.800                   AtDown                  Released                -180.000                Closed                  
0:0:1.9            1                       0.100                   -0.001                  11.099                  0.338                   40.236                  177.815                 266.123                 434.495                 140.125                 21.188                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.100                 63.400                  14.998                  0.505                   0.000                   15.000                  2.686                   0.000                   0.020                   19.995                  150.000                 -0.549                  0.183                   -0.024                  0.000                   0.083                   0.075                   0.024                   19.464                  32.515                  0.000                   30.113                  29.087                  60.925                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.000                   0.000                   10.000                  6.800                   AtDown                  Released                -180.000                Closed                  
0:0:2.0            1                       0.100                   -0.001                  13.599                  0.333                   40.236                  179.591                 269.139                 434.495                 140.125                 21.125                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.100                 62.700                  14.998                  0.513                   0.000                   15.000                  3.235                   0.000                   0.016                   19.995                  150.000                 -0.671                  0.293                   -0.024                  -0.163                  0.080                   0.075                   0.021                   19.515                  31.828                  0.000                   30.113                  29.181                  59.709                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.000                   0.000                   10.000                  6.800                   AtDown                  Released                -180.000                Closed                  
0:0:2.1            1                       0.100                   -0.001                  15.348                  0.328                   40.236                  180.599                 271.342                 434.495                 140.125                 21.125                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.100                 62.100                  14.998                  0.509                   0.000                   15.000                  3.479                   0.000                   0.028                   19.995                  150.000                 -0.671                  0.330                   -0.024                  -0.163                  0.086                   0.076                   0.021                   19.592                  31.681                  0.000                   30.113                  29.315                  59.058                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.000                   0.000                   10.000                  6.800                   AtDown                  Released                -180.000                Closed                  
0:0:2.2            1                       0.100                   -0.001                  18.348                  0.326                   40.236                  182.887                 274.146                 434.495                 140.188                 21.250                  0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   0.000                   25.000                  35.000                  42.000                  32.000                  50.000                  50.000                  59.900                  10.400                  140.100                 61.500                  14.998                  0.496                   0.000                   15.000                  2.808                   0.000                   0.020                   19.995                  150.000                 -0.671                  0.146                   -0.008                  0.000                   0.084                   0.075                   0.026                   19.647                  30.994                  0.000                   30.113                  29.417                  57.438                  0.000                   43.834                  90.000                  19.900                  0.000                   0.000                   0.000                   0.000                   10.000                  4.100                   AtDown                  Released                -180.000                Closed                  
